sys.exec.out.time {s},rkt.newton.lonx {degree},rkt.newton.latx {degree},rkt.newton.alt {m},rkt.newton._psivdx {degree},rkt.newton._thtvdx {degree},rkt.newton._dvbi {m/s},rkt.newton._SBII[0] {m},rkt.newton._SBII[1] {m},rkt.newton._SBII[2] {m},rkt.newton._VBII[0] {m/s},rkt.newton._VBII[1] {m/s},rkt.newton._VBII[2] {m/s},rkt.kinematics.alphax {degree},rkt.kinematics.betax {degree},rkt.env.atmosphere[0].density {kg/m3},rkt.env.vmach {--},rkt.env.pdynmc {pa},rkt.propulsion.vmass {kg},rkt.propulsion.fmassr {kg},rkt.propulsion.thrust {N}
                   2,   120.8935051780724,   22.13891698558052,   99.99921988602728,   90.00398758332962,0.009801130188317844,   431.0207599410894,  -3035593.314838407,   5071732.917096577,   2388797.027365529,   -369.836596811472,  -221.3589554526829,                   0,                   0,                   0,    1.21328305012277,1.348350824233064e-11,1.274283156200512e-17,               14068,                   0,                   0
                 2.1,   120.8935051780724,   22.13891698558052,   99.99921988602728,   90.00424432571361, 0.01043218044204706,   431.0207599413185,   -3035630.29841738,   5071710.781066187,   2388797.027365529,  -369.8349826268762,  -221.3616523379104,                   0,                   0,                   0,    1.21328305012277,1.415758540684916e-11,1.404877681140846e-17,               14068,                   0,                   0
                 2.2,   120.8935051780724,   22.13891698558052,   99.99921988323331,   90.00396821164829,0.009753516295120239,   431.0207599415477,  -3035667.281834929,   5071688.644766107,   2388797.027365529,  -369.8333684226145,  -221.3643492113669,                   0,                   0,                   0,   1.213283050123095,1.483256531852865e-11,1.54202946284126e-17,               14068,                   0,                   0
                 2.3,   120.8935051780724,   22.13891698558052,   99.99921988602728,   90.00492993404754, 0.01211734555892225,    431.020759941777,  -3035704.265091064,   5071666.508196344,   2388797.027365529,   -369.831754198687,  -221.3670460730524,                   0,                   0,                   0,    1.21328305012277,1.550654313893948e-11,1.685350041146207e-17,               14068,                   0,                   0
                 2.4,   120.8935051780724,   22.13891698558052,   99.99921988602728,   90.00425566004617, 0.01046003923696636,   431.0207599420061,   -3035741.24818577,   5071644.371356895,   2388797.027365529,  -369.8301399550935,  -221.3697429229667,                   0,                   0,                   0,    1.21328305012277,1.618059085685642e-11,1.835054155261588e-17,               14068,                   0,                   0
                 2.5,   120.8935051780724,   22.13891698558053,   99.99921988230199,   90.00316890874355,0.007788899868390125,   431.0207599422353,  -3035778.231119047,    5071622.23424776,   2388797.027365529,  -369.8285256918344,  -221.3724397611097,                   0,                   0,                   0,   1.213283050123204,1.685535493759446e-11,1.991296530820371e-17,               14068,                   0,                   0
                 2.6,   120.8935051780724,   22.13891698558053,   99.99921988137066,   90.00396214708901,0.009738610140461143,   431.0207599424644,  -3035815.213890904,   5071600.096868941,   2388797.027365529,  -369.8269114089097,  -221.3751365874813,                   0,                   0,                   0,   1.213283050123313,1.753002081590307e-11,2.153897321504732e-17,               14068,                   0,                   0
                 2.7,   120.8935051780724,   22.13891698558052,   99.99921988416463,   90.00401238368958, 0.00986208729727896,   431.0207599426936,  -3035852.196501331,   5071577.959220444,   2388797.027365529,  -369.8252971063195,  -221.3778334020812,                   0,                   0,                   0,   1.213283050122878,1.820358160320483e-11,2.322596795914983e-17,               14068,                   0,                   0
                 2.8,   120.8935051780724,   22.13891698558053,   99.99921988137066,   90.00318267096031,0.007822726190207322,   431.0207599429228,   -3035889.17895032,   5071555.821302262,   2388797.027365529,  -369.8236827840639,  -221.3805302049094,                   0,                   0,                   0,   1.213283050123313,1.887867565150026e-11,2.498061825631763e-17,               14068,                   0,                   0
                 2.9,   120.8935051780724,   22.13891698558054,   99.99921987950802,   90.00338711434895,0.008325230108140878,    431.020759943152,   -3035926.16123788,     5071533.6831144,   2388797.027365529,  -369.8220684421429,  -221.3832269959657,                   0,                   0,                   0,   1.213283050123747,1.955368499171743e-11,2.679892427378279e-17,               14068,                   0,                   0
                   3,   120.8935051780724,   22.13891698558053,   99.99921988230199,   90.00411054407267, 0.01010335690672796,   431.0207599433812,   -3035963.14336401,   5071511.544656863,   2388797.027365529,  -369.8204540805566,  -221.3859237752499,                   0,                   0,                   0,   1.213283050123204,2.022690230414365e-11,2.867602076908952e-17,               14068,                   0,                   0
                 3.1,   120.8935051780724,   22.13891698558054,   99.99921987950802,   90.00367024194603, 0.00902113290685249,   431.0207599436104,  -3036000.125328695,   5071489.405929646,   2388797.027365529,  -369.8188396993052,   -221.388620542762,                   0,                   0,                   0,   1.213283050123422,2.090188225217399e-11,3.062181485560416e-17,               14068,                   0,                   0
                 3.2,   120.8935051780724,   22.13891698558054,   99.99921987950802,   90.00428635945501, 0.01053549569019495,   431.0207599438396,  -3036037.107131946,   5071467.266932754,   2388797.027365529,  -369.8172252983887,  -221.3913172985017,                   0,                   0,                   0,    1.21328305012353,2.157634698303525e-11,3.262991691407747e-17,               14068,                   0,                   0
                 3.3,   120.8935051780724,   22.13891698558053,   99.99921988137066,   90.00452778016933, 0.01112888662120899,   431.0207599440687,  -3036074.088773756,   5071445.127666188,   2388797.027365529,   -369.815610877807,  -221.3940140424689,                   0,                   0,                   0,   1.213283050123313,2.224986483859435e-11,3.469883444586101e-17,               14068,                   0,                   0
                 3.4,   120.8935051780724,   22.13891698558053,   99.99921988043934,   90.00505999153961, 0.01243701545830887,    431.020759944298,  -3036111.070254122,   5071422.988129945,   2388797.027365529,  -369.8139964375607,  -221.3967107746636,                   0,                   0,                   0,   1.213283050123422,2.292455894508271e-11,3.683512180585598e-17,               14068,                   0,                   0
                 3.5,   120.8935051780724,   22.13891698558053,   99.99921988043934,   90.00495536235066, 0.01217984609597344,   431.0207599445271,  -3036148.051573043,   5071400.848324033,   2388797.027365529,  -369.8123819776493,  -221.3994074950855,                   0,                   0,                   0,   1.213283050123422,2.359867904223607e-11,3.903332250181321e-17,               14068,                   0,                   0
                 3.6,   120.8935051780725,   22.13891698558053,   99.99921988043934,   90.00503056464889, 0.01236468674402319,   431.0207599447563,  -3036185.032730516,   5071378.708248448,   2388797.027365529,  -369.8107674980732,  -221.4021042037345,                   0,                   0,                   0,   1.213283050123422,2.427288500684796e-11,4.129551907325033e-17,               14068,                   0,                   0
                 3.7,   120.8935051780724,   22.13891698558054,   99.99921987950802,   90.00518451164382, 0.01274307494359444,   431.0207599449856,  -3036222.013726541,   5071356.567903192,   2388797.027365529,  -369.8091529988325,  -221.4048009006105,                   0,                   0,                   0,    1.21328305012353,2.49475214784974e-11,4.362294112351241e-17,               14068,                   0,                   0
                 3.8,   120.8935051780725,   22.13891698558053,   99.99921988043934,    90.0054476509562,   0.013389848271516,   431.0207599452148,  -3036258.994561116,   5071334.427288268,   2388797.027365529,  -369.8075384799272,  -221.4074975857133,                   0,                   0,                   0,   1.213283050123422,2.562178507824763e-11,4.601282525581961e-17,               14068,                   0,                   0
                 3.9,   120.8935051780725,   22.13891698558054,   99.99921987950802,   90.00559915740656, 0.01376223782351169,    431.020759945444,  -3036295.975234237,   5071312.286403675,   2388797.027365529,  -369.8059239413574,  -221.4101942590428,                   0,                   0,                   0,    1.21328305012353,2.629627804765026e-11,4.846728572516389e-17,               14068,                   0,                   0
                   4,   120.8935051780725,   22.13891698558054,   99.99921987950802,   90.00573966291125,  0.0141075880158771,   431.0207599456731,  -3036332.955745903,   5071290.145249416,   2388797.027365529,  -369.8043093831232,  -221.4128909205987,                   0,                   0,                   0,   1.213283050123422,2.697044107869563e-11,5.098427296639083e-17,               14068,                   0,                   0
                 4.1,   120.8935051780725,   22.13891698558054,   99.99921987950802,   90.00593702299746, 0.01459268177518098,   431.0207599459023,  -3036369.936096112,    5071268.00382549,   2388797.027365529,  -369.8026948052246,  -221.4155875703811,                   0,                   0,                   0,    1.21328305012353,2.764480524740078e-11,5.356575148821829e-17,               14068,                   0,                   0
                 4.2,   120.8935051780725,   22.13891698558053,   99.99921988043934,   90.00600157292573, 0.01475133982944467,   431.0207599461315,  -3036406.916284863,   5071245.862131903,   2388797.027365529,  -369.8010802076618,  -221.4182842083897,                   0,                   0,                   0,   1.213283050123422,2.831849483762835e-11,5.62083019282447e-17,               14068,                   0,                   0
                 4.3,   120.8935051780725,   22.13891698558053,   99.99921988043934,   90.00619830979203, 0.01523490176594937,   431.0207599463607,  -3036443.896312153,    5071223.72016865,   2388797.027365529,  -369.7994655904348,  -221.4209808346244,                   0,                   0,                   0,    1.21328305012353,2.89930454417846e-11,5.891797408474337e-17,               14068,                   0,                   0
                 4.4,   120.8935051780725,   22.13891698558053,   99.99921988043934,   90.00634105206304, 0.01558574972852622,   431.0207599465899,  -3036480.876177981,   5071201.577935737,   2388797.027365529,  -369.7978509535438,   -221.423677449085,                   0,                   0,                   0,   1.213283050123422,2.966720847270756e-11,6.168981948961719e-17,               14068,                   0,                   0
                 4.5,   120.8935051780725,   22.13891698558054,   99.99921987950802,   90.00670873041491, 0.01648947081184663,   431.0207599468191,  -3036517.855882344,    5071179.43543316,   2388797.027365529,  -369.7962362969889,  -221.4263740517715,                   0,                   0,                   0,    1.21328305012353,3.034175907773893e-11,6.452702518902604e-17,               14068,                   0,                   0
                 4.6,   120.8935051780725,   22.13891698558054,   99.99921987764537,   90.00691744927626, 0.01700248343028054,   431.0207599470483,   -3036554.83542524,   5071157.292660924,   2388797.027365529,    -369.79462162077,  -221.4290706426837,                   0,                   0,                   0,   1.213283050123639,3.101635261714113e-11,6.74282026573225e-17,               14068,                   0,                   0
                 4.7,   120.8935051780726,   22.13891698558054,   99.99921987950802,   90.00712479183916, 0.01751211322512893,   431.0207599472774,  -3036591.814806668,   5071135.149619032,   2388797.027365529,  -369.7930069248873,  -221.4317672218212,                   0,                   0,                   0,    1.21328305012353,3.169015747961451e-11,7.038966970296585e-17,               14068,                   0,                   0
                 4.8,   120.8935051780726,   22.13891698558054,   99.99921987764537,   90.00782668794395, 0.01923731213361801,   431.0207599475066,  -3036628.794026624,   5071113.006307479,   2388797.027365529,  -369.7913922093409,  -221.4344637891841,                   0,                   0,                   0,   1.213283050123747,3.236445049881503e-11,7.341699558403703e-17,               14068,                   0,                   0
